zip_code	MSA_number	MSA_name
66058	99016	KS NONMETROPOLITAN AREA
66060	45820	Topeka, KS MSA
66061	28140	Kansas City, MO-KS MSA
66062	28140	Kansas City, MO-KS MSA
66063	28140	Kansas City, MO-KS MSA
66064	28140	Kansas City, MO-KS MSA
66066	45820	Topeka, KS MSA
66067	28140	Kansas City, MO-KS MSA
66070	45820	Topeka, KS MSA
66071	28140	Kansas City, MO-KS MSA
66072	28140	Kansas City, MO-KS MSA
66073	45820	Topeka, KS MSA
66075	28140	Kansas City, MO-KS MSA
66076	28140	Kansas City, MO-KS MSA
66077	99016	KS NONMETROPOLITAN AREA
66078	28140	Kansas City, MO-KS MSA
66079	28140	Kansas City, MO-KS MSA
66080	28140	Kansas City, MO-KS MSA
66083	28140	Kansas City, MO-KS MSA
66085	28140	Kansas City, MO-KS MSA
66086	28140	Kansas City, MO-KS MSA
66087	41140	St. Joseph, MO-KS MSA
66088	45820	Topeka, KS MSA
66090	41140	St. Joseph, MO-KS MSA
66091	99016	KS NONMETROPOLITAN AREA
66092	28140	Kansas City, MO-KS MSA
66093	99016	KS NONMETROPOLITAN AREA
66094	41140	St. Joseph, MO-KS MSA
66095	28140	Kansas City, MO-KS MSA
66097	45820	Topeka, KS MSA
66101	28140	Kansas City, MO-KS MSA
66102	28140	Kansas City, MO-KS MSA
66103	28140	Kansas City, MO-KS MSA
66104	28140	Kansas City, MO-KS MSA
66105	28140	Kansas City, MO-KS MSA
66106	28140	Kansas City, MO-KS MSA
66109	28140	Kansas City, MO-KS MSA
66110	28140	Kansas City, MO-KS MSA
66111	28140	Kansas City, MO-KS MSA
66112	28140	Kansas City, MO-KS MSA
66113	28140	Kansas City, MO-KS MSA
66115	28140	Kansas City, MO-KS MSA
66117	28140	Kansas City, MO-KS MSA
66118	28140	Kansas City, MO-KS MSA
66119	28140	Kansas City, MO-KS MSA
66160	28140	Kansas City, MO-KS MSA
66201	28140	Kansas City, MO-KS MSA
66202	28140	Kansas City, MO-KS MSA
66203	28140	Kansas City, MO-KS MSA
66204	28140	Kansas City, MO-KS MSA
66205	28140	Kansas City, MO-KS MSA
66206	28140	Kansas City, MO-KS MSA
66207	28140	Kansas City, MO-KS MSA
66208	28140	Kansas City, MO-KS MSA
66209	28140	Kansas City, MO-KS MSA
66210	28140	Kansas City, MO-KS MSA
66211	28140	Kansas City, MO-KS MSA
66212	28140	Kansas City, MO-KS MSA
66213	28140	Kansas City, MO-KS MSA
66214	28140	Kansas City, MO-KS MSA
66215	28140	Kansas City, MO-KS MSA
66216	28140	Kansas City, MO-KS MSA
66217	28140	Kansas City, MO-KS MSA
66218	28140	Kansas City, MO-KS MSA
66219	28140	Kansas City, MO-KS MSA
66220	28140	Kansas City, MO-KS MSA
66221	28140	Kansas City, MO-KS MSA
66222	28140	Kansas City, MO-KS MSA
66223	28140	Kansas City, MO-KS MSA
